Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value
Texture,Clay content at 15 cm deep,"La Nouvelle-Beauce, Québec",,mass percent,point in time,12/31/16,12/31/16,16.97749073
Texture,Clay content at 15 cm deep,"La Région-Sherbrookoise, Québec",,mass percent,point in time,12/31/16,12/31/16,15.8239864
Texture,Clay content at 15 cm deep,"La Rivière-du-Nord, Québec",,mass percent,point in time,12/31/16,12/31/16,9.656034878
Texture,Clay content at 15 cm deep,"La Vallée-de-la-Gatineau, Québec",,mass percent,point in time,12/31/16,12/31/16,13.78332335
Texture,Clay content at 15 cm deep,"La Vallée-du-Richelieu, Québec",,mass percent,point in time,12/31/16,12/31/16,22.83149217
Texture,Clay content at 15 cm deep,"Lac-Saint-Jean-Est, Québec",,mass percent,point in time,12/31/16,12/31/16,15.23043053
Texture,Clay content at 15 cm deep,"Lajemmerais, Québec",,mass percent,point in time,12/31/16,12/31/16,23.62207358
Texture,Clay content at 15 cm deep,"Laval, Québec",,mass percent,point in time,12/31/16,12/31/16,23.70681526
Texture,Clay content at 15 cm deep,"Le Bas-Richelieu, Québec",,mass percent,point in time,12/31/16,12/31/16,21.16438596
Texture,Clay content at 15 cm deep,"Le Centre-de-la-Mauricie, Québec",,mass percent,point in time,12/31/16,12/31/16,10.87661758
Texture,Clay content at 15 cm deep,"Le Domaine-du-Roy, Québec",,mass percent,point in time,12/31/16,12/31/16,12.36227123
Texture,Clay content at 15 cm deep,"Le Fjord-du-Saguenay, Québec",,mass percent,point in time,12/31/16,12/31/16,9.428063132
